,Title,Weekly Gross,Gross Difference,Average Ticket Price,Seats Sold,Performance Count,Percent Capacity,Capacity Difference,Week Ending,Theater,Potential Gross,Top Ticket Price,Theater Capacity,Preview Count
13060,Billy Elliot: The Musical,"$1,453,172.00","$666,614.00",$113.73,"12,778",9,99.91%,12.65%,2012-01-01,Imperial Theatre,"$1,694,745.00",$199.00,"1,421",0
13061,Bonnie & Clyde,"$526,181.00","$277,960.00",$72.61,"7,247",8,86.85%,34.07%,2012-01-01,Gerald Schoenfeld Theatre,"$921,205.00",$225.00,"1,043",0
13062,The Book of Mormon,"$1,752,601.00","$534,120.00",$178.00,"9,846",9,102.63%,0.00%,2012-01-01,Eugene O'Neill Theatre,"$1,576,746.00",$477.00,"1,066",0
13063,Chicago,"$1,065,501.00","$588,644.00",$113.58,"9,381",9,96.51%,24.99%,2012-01-01,Ambassador Theatre,"$1,216,958.00",$185.00,"1,080",0
13064,Chinglish,"$393,198.00","$212,008.00",$71.86,"5,472",9,56.45%,17.12%,2012-01-01,Longacre Theatre,"$1,000,269.00",$250.00,"1,077",0
13065,An Evening with Patti LuPone and Mandy Patinkin,"$460,420.00","$143,681.00",$97.82,"4,707",8,55.61%,6.69%,2012-01-01,Ethel Barrymore Theatre,"$1,033,200.00",$250.00,"1,058",0
13066,Follies,"$845,250.00","$270,658.00",$110.43,"7,654",8,59.35%,6.31%,2012-01-01,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13067,Godspell,"$602,351.00","$261,148.00",$102.83,"5,858",9,88.56%,3.74%,2012-01-01,Circle in the Square Theatre,"$893,025.00",$199.00,735,0
13068,How to Succeed in Business Without Really Trying,"$1,910,224.00","$825,455.00",$148.14,"12,895",9,100.62%,3.82%,2012-01-01,Al Hirschfeld Theatre,"$1,898,820.00",$452.00,"1,424",0
13069,"Hugh Jackman, Back on Broadway","$2,056,957.00","$657,831.00",$190.65,"10,789",9,101.94%,-0.17%,2012-01-01,Broadhurst Theatre,"$1,582,803.00",$350.00,"1,176",0
13070,Jersey Boys,"$1,375,368.00","$458,783.00",$139.36,"9,869",8,100.46%,12.39%,2012-01-01,August Wilson Theatre,"$1,180,668.00",$237.00,"1,228",0
13071,The Lion King,"$2,444,132.00","$462,690.00",$161.91,"15,096",9,100.02%,0.55%,2012-01-01,Minskoff Theatre,"$2,063,259.00",$197.50,"1,677",0
13072,Lysistrata Jones,"$326,500.00","$193,721.00",$61.22,"5,333",9,62.70%,14.42%,2012-01-01,Walter Kerr Theatre,"$954,855.00",$199.00,945,0
13073,Mamma Mia!,"$1,240,753.00","$536,373.00",$108.19,"11,468",8,95.69%,28.48%,2012-01-01,Winter Garden Theatre,"$1,504,840.00",$200.00,"1,498",0
13074,Mary Poppins,"$1,577,884.00","$600,361.00",$110.55,"14,273",8,99.28%,19.69%,2012-01-01,New Amsterdam Theatre,"$1,572,904.00",$199.00,"1,797",0
13075,Memphis,"$1,111,202.00","$599,071.00",$91.56,"12,136",9,91.73%,27.02%,2012-01-01,Sam S. Shubert Theatre,"$1,369,935.00",$250.00,"1,470",0
13076,The Mountaintop,"$688,919.00","$324,234.00",$88.97,"7,743",9,80.78%,9.20%,2012-01-01,Bernard B. Jacobs Theatre,"$1,158,056.00",$225.00,"1,065",0
13077,On a Clear Day You Can See Forever,"$716,511.00","$365,217.00",$77.69,"9,223",9,74.97%,19.68%,2012-01-01,St. James Theatre,"$1,545,426.00",$302.00,"1,367",0
13078,Other Desert Cities,"$557,906.00","$78,697.00",$101.60,"5,491",8,90.19%,13.10%,2012-01-01,Booth Theatre,"$673,440.00",$0.00,761,0
13079,The Phantom of the Opera,"$1,579,428.00","$541,383.00",$121.18,"13,034",8,101.51%,14.18%,2012-01-01,Majestic Theatre,"$1,593,600.00",$200.00,"1,605",0
13080,Porgy and Bess,"$817,960.00","$146,059.00",$117.14,"6,983",0,64.71%,-8.48%,2012-01-01,Richard Rodgers Theatre,"$1,487,280.00",$225.00,"1,349",8
13081,Priscilla Queen of the Desert,"$1,005,706.00","$503,465.00",$90.19,"11,151",9,73.36%,21.33%,2012-01-01,Palace Theatre,"$1,902,915.00",$200.00,"1,689",0
13082,Private Lives,"$445,166.00","$216,248.00",$71.75,"6,204",9,69.70%,6.94%,2012-01-01,Music Box Theatre,"$1,140,435.00",$175.00,989,0
13083,Relatively Speaking,"$456,036.00","$201,762.00",$50.90,"8,959",9,92.51%,26.45%,2012-01-01,Brooks Atkinson Theatre,"$1,087,380.00",$225.00,"1,076",0
13084,The Road to Mecca,"$126,109.00","$34,048.00",$42.65,"2,957",0,58.11%,2.84%,2012-01-01,American Airlines Theatre,"$560,210.00",$0.00,727,7
13085,Rock of Ages,"$652,172.00","$298,560.00",$127.20,"5,127",9,97.71%,10.82%,2012-01-01,Brooks Atkinson Theatre,"$686,961.00",$248.00,583,0
13086,Seminar,"$600,422.00","$282,940.00",$102.48,"5,859",9,80.97%,10.41%,2012-01-01,John Golden Theatre,"$877,635.00",$198.00,804,0
13087,Sister Act,"$1,278,299.00","$806,976.00",$93.66,"13,649",9,86.41%,39.45%,2012-01-01,Broadway Theatre,"$1,765,337.00",$200.00,"1,755",0
13088,Spider-Man Turn Off the Dark,"$2,941,794.00","$1,181,944.00",$169.31,"17,375",9,100.03%,12.36%,2012-01-01,Foxwoods Theatre,"$2,204,648.00",$275.00,"1,930",0
13089,Stick Fly,"$371,515.00","$148,640.00",$53.73,"6,914",9,71.20%,16.88%,2012-01-01,Cort Theatre,"$998,229.00",$250.00,"1,079",0
13090,War Horse,"$1,077,870.00","$72,700.00",$126.04,"8,552",8,100.00%,0.00%,2012-01-01,Vivian Beaumont Theater,"$1,099,510.00",$0.00,"1,069",0
13091,Wicked,"$2,712,535.00","$605,520.00",$166.61,"16,281",9,100.00%,0.72%,2012-01-01,Gershwin Theatre,"$1,891,268.00",$300.00,"1,809",0
13092,The Addams Family,"$649,320.00","-$26,872.00",$85.71,"7,576",8,62.34%,-7.06%,2011-12-25,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13093,Anything Goes,"$549,234.00","-$131,654.00",$101.00,"5,438",7,75.72%,-7.19%,2011-12-25,Stephen Sondheim Theatre,"$946,818.00",$250.00,"1,026",0
13094,Billy Elliot: The Musical,"$786,558.00","-$31,399.00",$90.62,"8,680",7,87.26%,1.45%,2011-12-25,Imperial Theatre,"$1,258,645.00",$199.00,"1,421",0
13095,Bonnie & Clyde,"$248,221.00","-$85,158.00",$56.36,"4,404",8,52.78%,-10.25%,2011-12-25,Gerald Schoenfeld Theatre,"$921,205.00",$225.00,"1,043",0
13096,The Book of Mormon,"$1,218,481.00","-$152,439.00",$159.11,"7,658",7,102.63%,0.00%,2011-12-25,Eugene O'Neill Theatre,"$1,088,878.00",$477.00,"1,066",0
13097,Chicago,"$476,857.00","$10,959.00",$88.19,"5,407",7,71.52%,7.80%,2011-12-25,Ambassador Theatre,"$896,543.00",$185.00,"1,080",0
13098,Chinglish,"$181,190.00","-$3,374.00",$61.11,"2,965",7,39.33%,4.24%,2011-12-25,Longacre Theatre,"$752,852.00",$250.00,"1,077",0
13099,An Evening with Patti LuPone and Mandy Patinkin,"$316,739.00",$0.00,$87.42,"3,623",7,48.92%,0.00%,2011-12-25,Ethel Barrymore Theatre,"$888,450.00",$250.00,"1,058",0
13100,Follies,"$574,592.00","-$120,936.00",$84.00,"6,840",8,53.04%,-12.17%,2011-12-25,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13101,Godspell,"$341,203.00","$52,985.00",$78.19,"4,364",7,84.82%,23.73%,2011-12-25,Circle in the Square Theatre,"$684,285.00",$199.00,735,0
13102,How to Succeed in Business Without Really Trying,"$1,084,769.00","-$16,063.00",$112.42,"9,649",7,96.80%,7.96%,2011-12-25,Al Hirschfeld Theatre,"$1,219,400.00",$302.00,"1,424",0
13103,"Hugh Jackman, Back on Broadway","$1,399,126.00","-$140,478.00",$166.44,"8,406",7,102.11%,0.14%,2011-12-25,Broadhurst Theatre,"$1,074,654.00",$350.00,"1,176",0
13104,Jersey Boys,"$916,585.00","-$134,922.00",$105.94,"8,652",8,88.07%,-5.23%,2011-12-25,August Wilson Theatre,"$1,180,668.00",$237.00,"1,228",0
13105,The Lion King,"$1,981,442.00","$147,561.00",$148.48,"13,345",8,99.47%,0.49%,2011-12-25,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13106,Lysistrata Jones,"$132,779.00","$9,029.00",$41.57,"3,194",7,48.28%,-16.83%,2011-12-25,Walter Kerr Theatre,"$742,665.00",$199.00,945,0
13107,Mamma Mia!,"$704,380.00","$143,985.00",$87.46,"8,054",8,67.21%,11.44%,2011-12-25,Winter Garden Theatre,"$1,392,924.00",$200.00,"1,498",0
13108,Mary Poppins,"$977,523.00","$89,471.00",$85.43,"11,442",8,79.59%,3.41%,2011-12-25,New Amsterdam Theatre,"$1,403,560.00",$199.00,"1,797",0
13109,Memphis,"$512,131.00","-$104,200.00",$76.91,"6,659",7,64.71%,-1.26%,2011-12-25,Sam S. Shubert Theatre,"$1,041,110.00",$250.00,"1,470",0
13110,The Mountaintop,"$364,685.00","-$169,180.00",$68.34,"5,336",7,71.58%,-0.26%,2011-12-25,Bernard B. Jacobs Theatre,"$860,291.00",$225.00,"1,065",0
13111,On a Clear Day You Can See Forever,"$351,294.00","-$392,782.00",$66.39,"5,291",7,55.29%,-20.97%,2011-12-25,St. James Theatre,"$1,201,998.00",$227.00,"1,367",0
13112,Other Desert Cities,"$479,209.00","-$71,967.00",$102.11,"4,693",8,77.09%,-10.66%,2011-12-25,Booth Theatre,"$677,245.00",$0.00,761,0
13113,The Phantom of the Opera,"$1,038,045.00","$272,778.00",$92.58,"11,213",8,87.33%,16.12%,2011-12-25,Majestic Theatre,"$1,474,335.00",$200.00,"1,605",0
13114,Porgy and Bess,"$671,901.00","$379,198.00",$97.22,"6,911",0,73.19%,-21.84%,2011-12-25,Richard Rodgers Theatre,"$1,188,360.00",$225.00,"1,349",7
13115,Priscilla Queen of the Desert,"$502,241.00","-$96,067.00",$81.64,"6,152",7,52.03%,-2.17%,2011-12-25,Palace Theatre,"$1,357,685.00",$200.00,"1,689",0
13116,Private Lives,"$228,918.00","-$52,385.00",$52.69,"4,345",7,62.76%,15.54%,2011-12-25,Music Box Theatre,"$746,655.00",$175.00,989,0
13117,Relatively Speaking,"$254,274.00","-$90,859.00",$51.10,"4,976",7,66.06%,13.48%,2011-12-25,Brooks Atkinson Theatre,"$830,020.00",$225.00,"1,076",0
13118,The Road to Mecca,"$92,061.00","$11,943.00",$38.18,"2,411",0,55.27%,-7.12%,2011-12-25,American Airlines Theatre,"$480,180.00",$0.00,727,6
13119,Rock of Ages,"$353,612.00","-$53,565.00",$99.72,"3,546",7,86.89%,-1.23%,2011-12-25,Brooks Atkinson Theatre,"$510,983.00",$248.00,583,0
13120,Seminar,"$317,482.00","-$124,678.00",$79.95,"3,971",7,70.56%,-11.96%,2011-12-25,John Golden Theatre,"$600,810.00",$198.00,804,0
13121,Sister Act,"$471,323.00","-$130,382.00",$81.70,"5,769",7,46.96%,-9.48%,2011-12-25,Broadway Theatre,"$1,319,635.00",$200.00,"1,755",0
13122,Spider-Man Turn Off the Dark,"$1,759,850.00","$299,280.00",$130.00,"13,537",8,87.67%,2.18%,2011-12-25,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13123,Stick Fly,"$222,875.00","-$43,087.00",$47.53,"4,689",8,54.32%,-1.99%,2011-12-25,Cort Theatre,"$889,678.00",$250.00,"1,079",0
13124,War Horse,"$1,005,170.00","$16,797.00",$117.54,"8,552",8,100.00%,0.00%,2011-12-25,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13125,Wicked,"$2,107,015.00","$344,714.00",$146.65,"14,368",8,99.28%,5.00%,2011-12-25,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13126,The Addams Family,"$676,192.00","-$42,054.00",$80.17,"8,434",8,69.40%,-0.97%,2011-12-18,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13127,Anything Goes,"$680,888.00",$0.00,$100.06,"6,805",8,82.91%,0.00%,2011-12-18,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13128,Billy Elliot: The Musical,"$817,957.00","$18,848.00",$83.85,"9,755",8,85.81%,2.00%,2011-12-18,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13129,Bonnie & Clyde,"$333,379.00","-$70,910.00",$63.39,"5,259",8,63.03%,-18.57%,2011-12-18,Gerald Schoenfeld Theatre,"$921,205.00",$225.00,"1,043",0
13130,The Book of Mormon,"$1,370,920.00",-$742.00,$156.64,"8,752",8,102.63%,0.00%,2011-12-18,Eugene O'Neill Theatre,"$1,244,432.00",$477.00,"1,066",0
13131,Chicago,"$465,898.00","-$24,683.00",$84.63,"5,505",8,63.72%,-4.31%,2011-12-18,Ambassador Theatre,"$1,015,100.00",$185.00,"1,080",0
13132,Chinglish,"$184,564.00","-$31,404.00",$61.05,"3,023",8,35.09%,-4.28%,2011-12-18,Longacre Theatre,"$857,343.00",$250.00,"1,077",0
13133,Follies,"$695,528.00","-$54,097.00",$82.71,"8,409",8,65.21%,11.38%,2011-12-18,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13134,Godspell,"$288,218.00","-$24,618.00",$80.24,"3,592",8,61.09%,-8.42%,2011-12-18,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13135,How to Succeed in Business Without Really Trying,"$1,100,832.00","$63,285.00",$108.77,"10,121",8,88.84%,4.50%,2011-12-18,Al Hirschfeld Theatre,"$1,393,600.00",$402.00,"1,424",0
13136,"Hugh Jackman, Back on Broadway","$1,539,604.00","-$5,429.00",$160.49,"9,593",8,101.97%,-0.17%,2011-12-18,Broadhurst Theatre,"$1,228,176.00",$350.00,"1,176",0
13137,Jersey Boys,"$1,051,507.00","-$81,701.00",$114.72,"9,166",8,93.30%,-2.49%,2011-12-18,August Wilson Theatre,"$1,180,668.00",$237.00,"1,228",0
13138,The Lion King,"$1,833,881.00","$41,964.00",$138.10,"13,279",8,98.98%,-1.04%,2011-12-18,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13139,Lysistrata Jones,"$123,750.00","$15,612.00",$25.14,"4,922",6,65.11%,-6.78%,2011-12-18,Walter Kerr Theatre,"$848,760.00",$199.00,945,2
13140,Mamma Mia!,"$560,395.00","-$157,343.00",$83.84,"6,684",8,55.77%,-13.90%,2011-12-18,Winter Garden Theatre,"$1,376,936.00",$200.00,"1,498",0
13141,Mary Poppins,"$888,052.00","-$13,820.00",$81.09,"10,951",8,76.18%,-1.94%,2011-12-18,New Amsterdam Theatre,"$1,368,043.00",$199.00,"1,797",0
13142,Memphis,"$616,331.00","-$145,910.00",$79.44,"7,758",8,65.97%,-13.83%,2011-12-18,Sam S. Shubert Theatre,"$1,198,660.00",$250.00,"1,470",0
13143,The Mountaintop,"$533,865.00","-$38,071.00",$87.22,"6,121",8,71.84%,-7.97%,2011-12-18,Bernard B. Jacobs Theatre,"$979,874.00",$225.00,"1,065",0
13144,On a Clear Day You Can See Forever,"$744,076.00","$99,614.00",$89.22,"8,340",8,76.26%,-15.83%,2011-12-18,St. James Theatre,"$1,224,723.00",$302.00,"1,367",0
13145,Other Desert Cities,"$551,176.00","-$35,336.00",$103.18,"5,342",8,87.75%,-7.13%,2011-12-18,Booth Theatre,"$677,245.00",$0.00,761,0
13146,The Phantom of the Opera,"$765,267.00","-$40,781.00",$83.70,"9,143",8,71.21%,-5.08%,2011-12-18,Majestic Theatre,"$1,426,420.00",$200.00,"1,605",0
13147,Porgy and Bess,"$292,703.00",$0.00,$114.16,"2,564",0,95.03%,0.00%,2011-12-18,Richard Rodgers Theatre,"$334,150.00",$225.00,"1,349",2
13148,Priscilla Queen of the Desert,"$598,308.00","-$150,232.00",$81.69,"7,324",8,54.20%,-10.03%,2011-12-18,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13149,Private Lives,"$281,303.00","-$45,870.00",$75.30,"3,736",8,47.22%,-7.30%,2011-12-18,Music Box Theatre,"$854,405.00",$175.00,989,0
13150,Relatively Speaking,"$345,133.00","-$105,883.00",$76.26,"4,526",8,52.58%,-2.68%,2011-12-18,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13151,The Road to Mecca,"$80,118.00",$0.00,$35.33,"2,268",0,62.39%,0.00%,2011-12-18,American Airlines Theatre,"$400,150.00",$0.00,727,5
13152,Rock of Ages,"$407,177.00","-$6,381.00",$99.07,"4,110",8,88.12%,-0.09%,2011-12-18,Brooks Atkinson Theatre,"$575,652.00",$248.00,583,0
13153,Seminar,"$442,160.00","-$12,912.00",$83.30,"5,308",8,82.52%,-3.50%,2011-12-18,John Golden Theatre,"$685,490.00",$198.00,804,0
13154,Sister Act,"$601,705.00","-$182,283.00",$75.93,"7,924",8,56.44%,-16.12%,2011-12-18,Broadway Theatre,"$1,526,464.00",$200.00,"1,755",0
13155,Spider-Man Turn Off the Dark,"$1,460,570.00","-$44,950.00",$110.66,"13,199",8,85.49%,-3.54%,2011-12-18,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13156,Stick Fly,"$265,962.00",$410.00,$54.71,"4,861",8,56.31%,-16.21%,2011-12-18,Cort Theatre,"$903,858.00",$250.00,"1,079",0
13157,Venus in Fur,"$439,035.00","$40,534.00",$84.76,"5,180",8,99.62%,-0.23%,2011-12-18,Samuel J. Friedman Theatre,"$606,813.00",$0.00,650,0
13158,War Horse,"$988,373.00","-$1,405.00",$115.57,"8,552",8,100.00%,0.00%,2011-12-18,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13159,Wicked,"$1,762,301.00","-$15,516.00",$129.16,"13,644",8,94.28%,-3.63%,2011-12-18,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13160,The Addams Family,"$718,246.00","$74,097.00",$84.00,"8,551",8,70.37%,5.55%,2011-12-11,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13161,Billy Elliot: The Musical,"$799,109.00","$70,756.00",$83.88,"9,527",8,83.81%,7.52%,2011-12-11,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13162,Bonnie & Clyde,"$404,289.00","$62,381.00",$59.38,"6,809",8,81.60%,-8.81%,2011-12-11,Gerald Schoenfeld Theatre,"$921,205.00",$225.00,"1,043",0
13163,The Book of Mormon,"$1,371,662.00","-$2,341.00",$156.73,"8,752",8,102.63%,0.00%,2011-12-11,Eugene O'Neill Theatre,"$1,244,432.00",$477.00,"1,066",0
13164,Chicago,"$490,581.00","$24,296.00",$83.46,"5,878",8,68.03%,5.40%,2011-12-11,Ambassador Theatre,"$1,015,100.00",$185.00,"1,080",0
13165,Chinglish,"$215,968.00","-$5,041.00",$63.67,"3,392",8,39.37%,-3.04%,2011-12-11,Longacre Theatre,"$857,343.00",$250.00,"1,077",0
13166,An Evening with Patti LuPone and Mandy Patinkin,"$449,136.00","$2,034.00",$102.54,"4,380",7,59.14%,-1.05%,2011-12-11,Ethel Barrymore Theatre,"$888,450.00",$250.00,"1,058",0
13167,Follies,"$749,625.00","$81,951.00",$107.98,"6,942",8,53.83%,6.85%,2011-12-11,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13168,Godspell,"$312,836.00","$27,889.00",$76.54,"4,087",8,69.51%,8.39%,2011-12-11,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13169,How to Succeed in Business Without Really Trying,"$1,037,547.00","$134,795.00",$107.99,"9,608",8,84.34%,7.22%,2011-12-11,Al Hirschfeld Theatre,"$1,393,600.00",$402.00,"1,424",0
13170,"Hugh Jackman, Back on Broadway","$1,545,033.00","$24,104.00",$160.79,"9,609",8,102.14%,0.16%,2011-12-11,Broadhurst Theatre,"$1,228,176.00",$350.00,"1,176",0
13171,Jersey Boys,"$1,133,208.00","$87,374.00",$120.43,"9,410",8,95.79%,6.75%,2011-12-11,August Wilson Theatre,"$1,180,668.00",$237.00,"1,228",0
13172,The Lion King,"$1,791,917.00","$109,362.00",$133.55,"13,418",8,100.02%,4.13%,2011-12-11,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13173,Lysistrata Jones,"$108,138.00","-$9,350.00",$19.90,"5,435",0,71.89%,11.67%,2011-12-11,Walter Kerr Theatre,"$848,760.00",$199.00,945,8
13174,Mamma Mia!,"$717,738.00","$47,623.00",$85.97,"8,349",8,69.67%,3.93%,2011-12-11,Winter Garden Theatre,"$1,376,936.00",$200.00,"1,498",0
13175,Mary Poppins,"$901,872.00","$117,455.00",$80.31,"11,230",8,78.12%,13.02%,2011-12-11,New Amsterdam Theatre,"$1,354,750.00",$199.00,"1,797",0
13176,Memphis,"$762,241.00","$70,449.00",$81.22,"9,385",8,79.80%,7.28%,2011-12-11,Sam S. Shubert Theatre,"$1,198,660.00",$250.00,"1,470",0
13177,The Mountaintop,"$571,936.00","$36,791.00",$84.11,"6,800",8,79.81%,9.15%,2011-12-11,Bernard B. Jacobs Theatre,"$979,874.00",$225.00,"1,065",0
13178,On a Clear Day You Can See Forever,"$644,462.00","-$152,407.00",$73.13,"8,812",1,92.09%,4.71%,2011-12-11,St. James Theatre,"$1,224,723.00",$302.00,"1,367",6
13179,Other Desert Cities,"$586,512.00","$59,096.00",$101.54,"5,776",8,94.88%,2.85%,2011-12-11,Booth Theatre,"$677,245.00",$0.00,761,0
13180,The Phantom of the Opera,"$806,048.00","$104,877.00",$82.28,"9,796",8,76.29%,9.02%,2011-12-11,Majestic Theatre,"$1,426,420.00",$200.00,"1,605",0
13181,Priscilla Queen of the Desert,"$748,540.00","$8,257.00",$86.25,"8,679",8,64.23%,0.72%,2011-12-11,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13182,Private Lives,"$327,173.00","-$53,160.00",$75.84,"4,314",8,54.52%,-11.14%,2011-12-11,Music Box Theatre,"$854,405.00",$175.00,989,0
13183,Relatively Speaking,"$451,016.00","-$62,753.00",$94.81,"4,757",8,55.26%,-6.51%,2011-12-11,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13184,Rock of Ages,"$413,558.00","$21,439.00",$100.52,"4,114",8,88.21%,-1.28%,2011-12-11,Brooks Atkinson Theatre,"$575,652.00",$248.00,583,0
13185,Seminar,"$455,072.00","$34,190.00",$82.25,"5,533",8,86.02%,1.51%,2011-12-11,John Golden Theatre,"$685,490.00",$198.00,804,0
13186,Sister Act,"$783,988.00","-$3,295.00",$76.95,"10,188",8,72.56%,3.29%,2011-12-11,Broadway Theatre,"$1,526,464.00",$200.00,"1,755",0
13187,Spider-Man Turn Off the Dark,"$1,505,520.00","$119,835.00",$109.52,"13,746",8,89.03%,6.96%,2011-12-11,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13188,Stick Fly,"$265,552.00","-$31,067.00",$42.42,"6,260",5,72.52%,2.47%,2011-12-11,Cort Theatre,"$896,768.00",$250.00,"1,079",3
13189,Venus in Fur,"$398,501.00","$9,217.00",$76.75,"5,192",8,99.85%,0.39%,2011-12-11,Samuel J. Friedman Theatre,"$606,813.00",$0.00,650,0
13190,War Horse,"$989,778.00","$31,255.00",$115.74,"8,552",8,100.00%,2.51%,2011-12-11,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13191,Wicked,"$1,777,817.00","$120,862.00",$125.46,"14,170",8,97.91%,6.08%,2011-12-11,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13192,The Addams Family,"$644,149.00","-$246,197.00",$81.78,"7,877",8,64.82%,-10.53%,2011-12-04,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13193,Anything Goes,"$722,042.00","-$75,413.00",$109.68,"6,583",8,80.20%,-6.48%,2011-12-04,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13194,Billy Elliot: The Musical,"$728,353.00","-$193,682.00",$83.98,"8,673",8,76.29%,-11.34%,2011-12-04,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13195,Bonnie & Clyde,"$341,908.00","-$53,729.00",$45.32,"7,544",4,90.41%,11.61%,2011-12-04,Gerald Schoenfeld Theatre,"$921,205.00",$225.00,"1,043",4
13196,The Book of Mormon,"$1,374,003.00","-$303,960.00",$156.99,"8,752",8,102.63%,0.00%,2011-12-04,Eugene O'Neill Theatre,"$1,244,432.00",$477.00,"1,066",0
13197,Chicago,"$466,285.00","-$148,640.00",$86.17,"5,411",8,62.63%,-19.68%,2011-12-04,Ambassador Theatre,"$1,015,100.00",$185.00,"1,080",0
13198,Chinglish,"$221,009.00","-$53,251.00",$60.48,"3,654",8,42.41%,-2.98%,2011-12-04,Longacre Theatre,"$857,343.00",$250.00,"1,077",0
13199,An Evening with Patti LuPone and Mandy Patinkin,"$447,102.00","$133,223.00",$100.29,"4,458",7,60.19%,-9.16%,2011-12-04,Ethel Barrymore Theatre,"$888,450.00",$250.00,"1,058",0
13200,Follies,"$667,674.00","-$11,045.00",$110.21,"6,058",8,46.98%,-0.03%,2011-12-04,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13201,Godspell,"$284,947.00","-$119,929.00",$79.28,"3,594",8,61.12%,-11.94%,2011-12-04,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13202,How to Succeed in Business Without Really Trying,"$902,752.00","-$369,209.00",$102.75,"8,786",8,77.12%,-22.24%,2011-12-04,Al Hirschfeld Theatre,"$1,393,600.00",$402.00,"1,424",0
13203,"Hugh Jackman, Back on Broadway","$1,520,929.00","$47,942.00",$158.53,"9,594",8,101.98%,-0.21%,2011-12-04,Broadhurst Theatre,"$1,228,176.00",$350.00,"1,176",0
13204,Jersey Boys,"$1,045,834.00","-$53,689.00",$119.57,"8,747",8,89.04%,-2.76%,2011-12-04,August Wilson Theatre,"$1,180,668.00",$237.00,"1,228",0
13205,The Lion King,"$1,682,555.00","-$397,061.00",$130.79,"12,865",8,95.89%,-4.16%,2011-12-04,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13206,Lysistrata Jones,"$117,488.00","-$34,931.00",$25.80,"4,553",0,60.22%,-10.96%,2011-12-04,Walter Kerr Theatre,"$848,760.00",$199.00,945,8
13207,Mamma Mia!,"$670,115.00","-$147,745.00",$85.06,"7,878",8,65.74%,-10.24%,2011-12-04,Winter Garden Theatre,"$1,376,936.00",$200.00,"1,498",0
13208,Mary Poppins,"$784,417.00","-$451,730.00",$83.81,"9,359",8,65.10%,-26.75%,2011-12-04,New Amsterdam Theatre,"$1,354,750.00",$199.00,"1,797",0
13209,Memphis,"$691,792.00","-$38,132.00",$81.12,"8,528",8,72.52%,-2.65%,2011-12-04,Sam S. Shubert Theatre,"$1,198,660.00",$250.00,"1,470",0
13210,The Mountaintop,"$535,145.00","-$40,755.00",$88.89,"6,020",8,70.66%,-1.61%,2011-12-04,Bernard B. Jacobs Theatre,"$996,280.00",$225.00,"1,065",0
13211,On a Clear Day You Can See Forever,"$796,869.00","$239,406.00",$95.31,"8,361",0,87.38%,16.28%,2011-12-04,St. James Theatre,"$1,224,723.00",$302.00,"1,367",7
13212,Other Desert Cities,"$527,416.00","$26,411.00",$94.13,"5,603",8,92.03%,10.99%,2011-12-04,Booth Theatre,"$677,245.00",$0.00,761,0
13213,The Phantom of the Opera,"$701,171.00","-$417,361.00",$81.17,"8,638",8,67.27%,-25.86%,2011-12-04,Majestic Theatre,"$1,426,420.00",$200.00,"1,605",0
13214,Priscilla Queen of the Desert,"$740,283.00","-$20,316.00",$86.26,"8,582",8,63.51%,2.34%,2011-12-04,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
